Condor,,2026-06-13T11:52:03,Batt % (Start),93.86328,Batt % (End),87.35156,MCU Temp (Start),28,MCU Temp (End),38,,,,,,,,,
time (ms), acc_x (m/s^2), acc_y (m/s^2), acc_z (m/s^2), gyro_x (dps), gyro_y (dps), gyro_z (dps), mag_x (μT), mag_y (μT), mag_z (μT), baro_alt (m), gps_alt (m), temp (c), lat (ddmm.mmmm), lon(ddmm.mmmm), est_yaw (deg), est_pitch (deg), est_roll(deg), est_alt (m), est_speed(m/s)
26569,-8.925978,2.3641856,0.757534,44.637948,-60.5515068,-8.4,19.771092,13.181421,0.78575292,401.347,838,32.413316,2827.6,8031.8,-175.891716,1.6134118,140.34382,308.94784,-65.80719
26592,-7.9649268,3.3252376,0.757534,43.937948,-54.811504,-11.76,19.788668,13.159884,0.6912737,401.1225,838,32.39836,2827.6,8031.8,-174.97332,0.56197492,138.89157,308.78796,-65.78884
26614,-7.9649268,2.3641856,0.757534,42.677948,-48.371504,-15.96,19.836128,13.106041,0.59364504,400.91912,838,32.40663,2827.6,8031.8,-174.62578,-0.26082384,137.44412,308.62788,-65.77068
26636,-7.9649268,2.3641856,0.757534,41.55795,-42.911508,-20.58,19.851948,13.079121,0.5715999,400.77124,838,32.413316,2827.6,8031.8,-174.40516,-0.9163912,136.01428,308.46832,-65.75247
26658,-8.445452,2.3641856,1.2380599,39.597948,-30.451506,-29.960002,19.93456,12.991626,0.5999437,400.5177,838,32.41504,2827.6,8031.8,-174.44874,-1.4836898,134.57213,308.30776,-65.74536
26681,-8.925978,1.8836598,1.2380599,38.89795,-22.051506,-33.74,20.03651,12.896053,0.6408847,400.32496,837.1,32.410964,2827.6,8031.8,-174.912176,-1.810841,133.09264,308.1468,-65.74908
26703,-8.445452,1.8836598,0.757534,38.617948,-13.091505,-36.12,20.2158,12.737218,0.9306213,400.148,837.1,32.411192,2827.6,8031.8,-175.294452,-1.69924432,131.81678,307.98564,-65.74218
26725,-8.445452,1.4031341,0.757534,38.617948,-5.2515052,-36.68,20.312476,12.64703,1.1479237,399.96312,837.1,32.420424,2827.6,8031.8,-175.91364,-1.4288087,130.47126,307.82428,-65.73539
26747,-9.406504,0.92260816,0.27700818,38.617948,0.4884949,-35.84,20.44079,12.524538,1.3809728,399.77564,837.1,32.404328,2827.6,8031.8,-176.742936,-0.8493921,129.17932,307.6625,-65.75007
26769,-8.925978,0.92260816,0.27700818,38.19795,9.728495,-29.82,20.495282,12.474733,1.66756,399.6145,837.1,32.40976,2827.6,8031.8,-177.32618,-0.12360143,127.92353,307.50052,-65.75407
26792,-8.445452,0.4420823,0.757534,37.637948,14.208495,-24.22,20.586684,12.383201,1.9541472,399.479868,836.2,32.40178,2827.6,8031.8,-177.98864,0.4535846,126.5772,307.33892,-65.74727
26814,-8.925978,0.92260816,0.27700818,36.937948,18.548494,-18.06,20.639416,12.33878,2.3446616,399.32404,836.2,32.402008,2827.6,8031.8,-178.1653,1.2140502,125.459944,307.17746,-65.75112
26836,-8.925978,0.4420823,-0.20351768,36.237944,21.768496,-11.06,20.669296,12.334742,2.996569,399.152352,836.2,32.40625,2827.6,8031.8,-178.38672,2.2647764,124.28459,307.01576,-65.75502
26858,-8.925978,0.92260816,-0.20351768,35.2579468,24.428496,-3.92,20.6657808,12.349548,3.399681,398.9992,836.2,32.407304,2827.6,8031.8,-178.1903,3.2903144,123.126592,306.8541,-65.75888
26881,-8.925978,0.92260816,-0.20351768,33.437948,23.868494,7.98,20.67457,12.36974,3.72720932,398.832832,836.2,32.4122,2827.6,8031.8,-177.716892,4.2312612,121.98145,306.6923,-65.762764
26903,-9.406504,1.4031341,-0.20351768,32.457948,21.768496,12.04,20.607776,12.415506,4.0137964,398.6717,836.2,32.40735,2827.6,8031.8,-176.95854,5.04206,120.81572,306.5303,-65.77731
26925,-8.925978,1.4031341,-0.20351768,31.897948,18.548494,13.72,20.586684,12.443773,4.3287272,398.5238,836.2,32.403656,2827.6,8031.8,-176.20662,5.6679544,119.71051,306.3683,-65.78113
26947,-8.925978,2.3641856,-0.6840435,31.477948,15.188495,13.72,20.5743792,12.48281,4.6342108,398.32836,836.2,32.38855,2827.6,8031.8,-175.03932,6.3924136,118.534008,306.20576,-65.78509
26969,-8.925978,2.3641856,-0.6840435,31.057948,5.248495,8.96,20.532194,12.537998,4.7853776,398.25708,836.2,32.399904,2827.6,8031.8,-174.04176,6.816228,117.37749,306.04436,-65.78864
26992,-9.406504,3.3252376,-0.6840435,30.917948,0.068494888,4.9,20.481218,12.574342,5.163295,398.0511,836.2,32.405716,2827.6,8031.8,-172.80816,7.0693376,116.14121,305.8822,-65.80307
27014,-9.406504,2.8447116,-0.6840435,30.497948,-5.2515052,0.42000002,20.5005552,12.552806,5.267222,397.88996,833.6,32.395524,2827.6,8031.8,-171.93288,7.1689288,114.93473,305.71976,-65.81749
27036,-8.925978,2.3641856,-0.6840435,30.2179468,-11.691505,-3.5,20.49704,12.532615,5.3018648,397.694584,833.6,32.409896,2827.6,8031.8,-171.41912,7.11663868,113.87607,305.5566,-65.82138
27058,-9.88703,1.8836598,-1.6450952,29.797946,-19.391504,-6.16,20.537466,12.508385,5.3239096,397.58892,833.6,32.40683,2827.6,8031.8,-171.32398,7.254093,112.87052,305.39396,-65.846376
27081,-10.367556,2.3641856,-0.20351768,28.817948,-33.671504,-8.82,20.569106,12.462619,5.235729,397.36444,833.6,32.405136,2827.6,8031.8,-171.1197,6.4025716,111.91028,305.22976,-65.88232
27103,-10.367556,2.8447116,-0.20351768,28.537946,-39.691504,-9.8,20.59723,12.433005,5.103458,397.24292,833.6,32.396776,2827.6,8031.8,-170.75446,5.4928484,110.979544,305.0654,-65.91807
27125,-10.367556,1.8836598,-0.20351768,28.117946,-44.451504,-10.5,20.65172,12.383201,4.7444364,397.0185,832.7,32.411772,2827.6,8031.8,-170.8722,4.475864,110.10869,304.8994,-65.95408
27147,-9.88703,2.3641856,-0.6840435,27.697946,-49.911508,-10.92,20.692148,12.325319,4.4987904,396.9181,832.7,32.40735,2827.6,8031.8,-170.74772,3.70825368,109.34178,304.73368,-65.97912
27169,-9.88703,2.3641856,-0.6840435,27.277946,-54.391508,-11.34,20.702694,12.287629,4.1964564,396.6725,832.7,32.4075,2827.6,8031.8,-170.64842,2.843498,108.59092,304.56624,-66.00451
27192,-9.406504,2.8447116,-0.20351768,26.7179468,-60.971504,-13.72,20.7571852,12.23244,3.8689282,396.516668,832.7,32.40471,2827.6,8031.8,-170.349084,1.6826604,107.88229,304.3986,-66.019168
27214,-9.406504,2.3641856,0.27700818,26.297946,-61.531504,-15.96,20.823978,12.185328,3.56974336,396.35028,832.7,32.40529,2827.6,8031.8,-170.338416,0.3685053,107.20897,304.2306,-66.03381
27236,-8.925978,2.8447116,0.27700818,26.157948,-60.971504,-19.32,20.859132,12.115332,3.157184,396.17604,831.8,32.413696,2827.6,8031.8,-170.13286,-0.8925044,106.53864,304.06232,-66.03781
27258,-9.406504,2.8447116,0.27700818,25.597948,-59.431508,-23.8,20.941748,11.961879,2.5525162,395.95948,831.8,32.40692,2827.6,8031.8,-170.13794,-1.9578508,105.97008,303.8932,-66.0527
27281,-8.925978,2.8447116,0.27700818,24.757948,-56.771508,-28.84,21.03315,11.86227,2.2596304,395.74816,831.8,32.40187,2827.6,8031.8,-170.20634,-2.9520784,105.40676,303.7232,-66.0571
27303,-8.925978,2.8447116,0.757534,23.777946,-51.171504,-36.82,21.071822,11.761314,1.99193908,395.6267,831.8,32.393936,2827.6,8031.8,-170.44134,-3.95483,104.86079,303.55384,-66.06128
27325,-8.445452,2.3641856,0.757534,23.637948,-47.811504,-39.48,21.177284,11.59844,1.7210984,395.42864,831.8,32.40547,2827.6,8031.8,-170.88514,-4.850243,104.30859,303.38406,-66.05491
27347,-7.9649268,1.8836598,0.757534,23.357946,-43.611504,-40.88,21.261656,11.461141,1.5100944,395.222668,830.9,32.403366,2827.6,8031.8,-171.53922,-5.6570764,103.717896,303.21404,-66.03802
27369,-8.445452,1.8836598,0.757534,23.077948,-39.131504,-40.6,21.335482,11.344032,1.2770455,395.1117,830.9,32.40918,2827.6,8031.8,-172.13658,-6.2254416,103.188892,303.04514,-66.03155
27392,-8.445452,0.92260816,0.757534,22.937948,-34.931508,-39.34,21.43919,11.109815,1.0156526,394.91896,830.9,32.414368,2827.6,8031.8,-173.14954,-6.7309776,102.58329,302.876,-66.025184
27414,-8.925978,1.4031341,0.757534,22.377946,-26.111506,-32.48,21.535866,10.976554,0.90857616,394.742,830.9,32.395384,2827.6,8031.8,-173.74856,-6.976817,102.0112,302.7068,-66.02954
27436,-8.445452,1.4031341,1.2380599,22.097948,-21.911504,-27.72,21.5393808,10.934826,0.82354472,394.649532,830.9,32.40245,2827.6,8031.8,-174.17332,-7.332141,101.43789,302.53868,-66.02287
27458,-7.9649268,1.4031341,1.2380599,21.677948,-17.991504,-22.68,21.59387,10.8406,0.7826037,394.432984,830,32.40802,2827.6,8031.8,-174.44004,-7.625023,100.84411,302.37016,-66.00574
27481,-7.9649268,1.8836598,1.2380599,21.117946,-14.351505,-18.06,21.644844,10.780027,0.78575292,394.359,830,32.399414,2827.6,8031.8,-174.36436,-7.7945192,100.33998,302.2033,-65.98819
27503,-7.4844003,1.4031341,0.757534,20.557948,-11.551505,-14.980001,21.651876,10.746376,0.73851336,394.110768,830,32.39952,2827.6,8031.8,-174.40756,-7.726995,99.80685,302.03586,-65.96033
27525,-8.445452,1.8836598,0.757534,19.437948,-5.8115052,-13.02,21.67297,10.699263,0.7637078,393.984,830,32.394652,2827.6,8031.8,-174.282932,-7.5061384,99.30891,301.86932,-65.95364
27547,-7.9649268,1.8836598,1.2380599,19.017948,-4.131505,-13.72,21.73449,10.622537,0.8424406,393.81764,830,32.410524,2827.6,8031.8,-174.1129,-7.486116,98.813544,301.70306,-65.93628
27569,-8.445452,0.92260816,1.2380599,18.877946,-2.4515052,-13.86,21.7274584,10.609076,0.90857616,393.690836,829.2,32.402876,2827.6,8031.8,-174.42788,-7.409223,98.245348,301.53764,-65.92942
27592,-9.406504,1.4031341,0.757534,19.157948,-0.7715051,-12.74,21.760856,10.564655,0.9715623,393.4981,829.2,32.40326,2827.6,8031.8,-174.54406,-7.092672,97.73467,301.37172,-65.94404
27614,-8.925978,1.8836598,1.2380599,19.7179468,2.0284948,-8.96,21.797768,10.541772,1.0565936,393.3634,829.2,32.415084,2827.6,8031.8,-174.348068,-6.9269048,97.22123,301.20604,-65.947848
27636,-7.9649268,1.8836598,1.2380599,19.437948,3.0084948,-8.54,21.810074,10.5256192,1.1762675,393.14948,829.2,32.397828,2827.6,8031.8,-174.05918,-6.811874,96.72028,301.03986,-65.930504
27658,-7.0038744,1.4031341,1.2380599,19.437948,2.728495,-9.66,21.831166,10.506774,1.3463303,392.9831,829.2,32.401048,2827.6,8031.8,-173.93136,-6.789989,96.19344,300.87428,-65.89181
27681,-7.4844003,2.3641856,0.757534,19.157948,2.728495,-11.76,21.876866,10.421971,1.4817506,392.83784,828.3,32.398604,2827.6,8031.8,-173.452732,-6.4877976,95.697368,300.7097,-65.86371
27703,-7.4844003,1.8836598,1.2380599,19.157948,2.728495,-14.42,21.896202,10.38832,1.5825287,392.65032,828.3,32.39273,2827.6,8031.8,-173.28954,-6.4568516,95.224624,300.5454,-65.83572
27725,-7.9649268,2.3641856,1.2380599,20.277946,5.6684948,-19.4600016,21.941904,10.321016,1.6707092,392.47608,828.3,32.408064,2827.6,8031.8,-173.08506,-6.32884,94.70892,300.3815,-65.81844
27747,-8.925978,1.8836598,1.2380599,20.977948,8.748495,-21.42,22.01397,10.246982,1.809279,392.30176,828.3,32.404952,2827.6,8031.8,-173.24127,-6.0917852,94.133932,300.21756,-65.82258
27769,-8.925978,1.8836598,1.71858576,21.677948,11.548495,-23.24,22.04561,10.171602,2.001387,392.114268,828.3,32.397934,2827.6,8031.8,-173.41666,-6.0083696,93.54231,300.0532,-65.82681
27792,-8.925978,1.4031341,1.2380599,22.377946,13.368495,-24.64,22.121192,10.030265,2.4044988,391.94788,827.5,32.397156,2827.6,8031.8,-173.83632,-5.654236,92.852744,299.8887,-65.831052
27814,-9.406504,1.8836598,1.2380599,23.077948,15.048495,-26.04,22.166894,9.919887,2.6186518,391.760368,827.5,32.387788,2827.6,8031.8,-174.0516,-5.3102304,92.260892,299.72372,-65.84608
27836,-9.406504,2.3641856,1.2380599,23.917948,14.908495,-31.5,22.221384,9.818932,2.8454022,391.541152,827.5,32.395524,2827.6,8031.8,-174.20328,-4.9620384,91.62345,299.55764,-65.861332
27858,-7.9649268,1.8836598,0.757534,24.757948,13.788495,-34.3,22.29521,9.678939,3.0406594,391.39856,827.5,32.384324,2827.6,8031.8,-174.46046,-4.5370912,90.97348,299.3919,-65.84445
27881,-8.445452,1.8836598,1.2380599,25.737948,14.068495,-36.26,22.386612,9.54164,3.2768578,391.20836,827.5,32.386628,2827.6,8031.8,-174.78374,-4.313913,90.28469,299.2261,-65.83836
27903,-8.925978,1.8836598,0.757534,26.857948,14.348495,-37.94,22.441102,9.415109,3.44062168,391.0235,827.5,32.39052,2827.6,8031.8,-175.17967,-3.8693096,89.56517,299.06004,-65.84304
27925,-8.925978,1.8836598,1.2380599,28.117946,13.788495,-39.9,22.534262,9.132434,3.928765,390.8598,827.5,32.377396,2827.6,8031.8,-175.548116,-3.6598524,88.85229,298.8939,-65.8477
27947,-8.925978,1.4031341,1.2380599,30.777946,14.208495,-42.84,22.615118,8.94533,4.111425,390.6908,827.5,32.403656,2827.6,8031.8,-176.16416,-3.4474788,88.04458,298.7276,-65.85238
27969,-9.88703,0.92260816,1.2380599,32.177948,14.908495,-42.28,22.632696,8.812068,4.375967,390.498,827.5,32.39601,2827.6,8031.8,-176.946668,-3.1772714,87.205984,298.56064,-65.878524
27992,-10.367556,0.4420823,0.757534,33.577944,15.048495,-40.46,22.699492,8.662654,4.596419,390.2788,827.5,32.397934,2827.6,8031.8,-177.84726,-2.7063872,86.30995,298.39224,-65.91558
28014,-9.88703,0.92260816,0.757534,34.977948,14.488495,-37.24,22.773316,8.493049,4.766482,390.13616,825.1,32.381624,2827.6,8031.8,-178.42118,-2.2867644,85.404888,298.2235,-65.94183
28036,-9.406504,0.92260816,0.757534,36.51795,13.368495,-33.46,22.80847,8.37594,5.021576,389.9751,825.1,32.391008,2827.6,8031.8,-178.81198,-1.9579014,84.54699,298.05444,-65.957376
28058,-9.406504,0.92260816,0.757534,39.87795,11.128495,-27.58,22.820774,8.171337,5.377448,389.776984,825.1,32.37442,2827.6,8031.8,-179.060268,-1.6672195,83.5597,297.8846,-65.97304
28081,-8.445452,0.92260816,1.2380599,41.417944,9.728495,-25.9,22.884054,8.043461,5.544361,389.5974,825.1,32.38495,2827.6,8031.8,-179.20814,-1.6664552,82.54237,297.71454,-65.96739
28103,-8.445452,1.4031341,0.757534,42.817948,9.168495,-24.78,22.866476,7.97481,5.6829316,389.41516,825.1,32.380904,2827.6,8031.8,-179.13444,-1.4756277,81.516684,297.5444,-65.9618
28125,-7.9649268,1.4031341,0.757534,44.077944,8.748495,-24.22,22.891084,7.86308668,5.8498444,389.24352,824.3,32.40062,2827.6,8031.8,-179.00948,-1.3228691,80.40229,297.37448,-65.94553
28147,-7.4844003,0.92260816,1.2380599,45.19795,7.62849468,-24.36,22.945574,7.7432856,5.9884144,389.114132,824.3,32.39586,2827.6,8031.8,-179.068016,-1.4674822,79.35939,297.2056,-65.91842
28169,-7.9649268,0.4420823,0.757534,47.997948,6.6484948,-24.5,22.966668,7.6436768,6.1364316,388.94512,824.3,32.398604,2827.6,8031.8,-179.36718,-1.3785286,78.19956,297.0372,-65.90198
28192,-7.4844003,0.4420823,0.757534,49.2579468,7.488495,-23.1,22.959636,7.445804,6.457661,388.74176,824.3,32.40071,2827.6,8031.8,-179.59212,-1.2858691,76.98891,296.8688,-65.87502
28214,-7.9649268,-0.038443564,1.2380599,50.51795,8.328495,-20.16,23.005336,7.3636936,6.6182768,388.5252,824.3,32.393844,2827.6,8031.8,-179.95812,-1.3831197,75.7796,296.7002,-65.858952
28236,-8.925978,0.4420823,0.27700818,51.917944,7.62849468,-16.38,22.963152,7.293698,6.715905,388.35352,823.5,32.38231,2827.6,8031.8,179.9709,-1.0212103,74.4904,296.53164,-65.864268
28258,-8.925978,-0.038443564,0.27700818,55.137948,2.868495,-5.18,22.9947908,7.2506236,6.78833836,388.19508,823.5,32.381348,2827.6,8031.8,179.95876,-0.82138584,73.23451,296.36312,-65.86953
28281,-9.406504,0.4420823,0.757534,56.817948,-1.0515051,0.14,22.993032,7.2210092,6.8922664,388.0287,823.5,32.378068,2827.6,8031.8,-179.75364,-0.9051239,71.89022,296.19444,-65.88545
28303,-8.925978,0.4420823,0.757534,58.637948,-3.4315052,4.48,23.008854,7.21427936,6.904864,387.857068,823.5,32.38086,2827.6,8031.8,-179.394932,-1.0721425,70.52766,296.02544,-65.89072
28325,-8.445452,0.92260816,0.757534,60.457948,-3.571505,7.84,22.968426,7.2587,7.0024925,387.6801,823.5,32.372056,2827.6,8031.8,-178.78002,-1.2730637,69.11866,295.85636,-65.88534
28347,-8.925978,1.4031341,0.757534,62.55795,-1.8915052,9.94,22.982486,7.249277,7.1095688,387.5243,822.9,32.37494,2827.6,8031.8,-177.96414,-1.4450474,67.600176,295.68744,-65.89058
28369,-9.406504,1.8836598,0.757534,65.777952,6.368495,9.8,22.945574,7.2910056,7.238691,387.38164,822.9,32.371004,2827.6,8031.8,-177.15492,-1.4403884,66.17464,295.51868,-65.90638
28392,-9.88703,1.4031341,0.757534,67.17795,9.168495,7.7,22.945574,7.295044,7.396156,387.186216,822.9,32.368836,2827.6,8031.8,-176.58646,-1.4006888,64.5918,295.34906,-65.932976
28414,-10.848082,1.8836598,0.757534,68.57795,12.668495,5.7400004,22.959636,7.277545,7.600861,386.98284,822.9,32.37755,2827.6,8031.8,-176.01764,-1.2975892,63.05514,295.17816,-65.98107
28436,-10.367556,1.4031341,1.2380599,70.25795,16.028496,4.06,22.956122,7.2708148,7.8118652,386.7901,822.9,32.389756,2827.6,8031.8,-175.660684,-1.3436599,61.45937,295.00604,-66.018584
28458,-11.809133,1.8836598,0.27700818,71.65795,17.428496,2.1,22.8946,7.206203,8.33465,386.615768,822.2,32.371672,2827.6,8031.8,-175.248616,-0.9957444,59.735196,294.8327,-66.088132
28481,-11.328608,1.8836598,0.757534,74.17795,18.408494,-0.28,22.877024,7.15236,8.526758,386.42828,822.2,32.37784,2827.6,8031.8,-174.93226,-0.8704282,58.116916,294.65776,-66.147068
28503,-10.848082,1.4031341,0.27700818,75.43795,18.408494,-1.82,22.866476,7.1173616,8.79445,386.24872,822.2,32.37523,2827.6,8031.8,-174.80004,-0.614079,56.404644,294.48156,-66.19533
28525,-10.848082,0.92260816,0.27700818,76.83795,17.708494,-3.92,22.845382,7.0473668,9.052693,386.0559,822.2,32.376876,2827.6,8031.8,-174.895252,-0.4075319,54.677884,294.3041,-66.24366
28547,-11.328608,1.4031341,0.27700818,78.51795,17.008496,-5.88,22.875266,6.951795,9.301489,385.9212,822.2,32.374556,2827.6,8031.8,-174.88088,-0.233906332,52.894548,294.12608,-66.302476
28569,-10.848082,1.4031341,0.27700818,80.47795,16.308494,-7,22.864718,6.8441096,9.503045,385.723136,821.5,32.38182,2827.6,8031.8,-174.87722,-0.10390751,51.029764,293.94656,-66.35069
28592,-10.367556,1.4031341,0.757534,84.39795,16.168496,-8.12,22.804954,6.697387,9.918754,385.585832,821.5,32.39052,2827.6,8031.8,-174.87722,-0.18403698,49.194792,293.76672,-66.38805
28614,-10.367556,1.4031341,0.27700818,85.65795,15.608495,-8.26,22.824292,6.5681644,10.142355,385.432616,821.5,32.371156,2827.6,8031.8,-174.88662,-0.10471166,47.321428,293.58644,-66.42528
28636,-9.88703,1.4031341,0.27700818,86.91795,13.928495,-7.56,22.78562,6.4968224,10.30297,385.2425,821.5,32.361588,2827.6,8031.8,-174.867824,-0.08648111,45.42406,293.4053,-66.45187
28658,-9.406504,1.8836598,0.27700818,87.89795,11.128495,-6.86,22.77683,6.3837524,10.450988,385.0999,821.5,32.36888,2827.6,8031.8,-174.62198,-0.15344155,43.4976536,293.22424,-66.46761
28681,-8.925978,0.92260816,0.27700818,88.87795,6.788495,-6.3,22.79968,6.2706824,10.526571,384.95464,820.8,32.37648,2827.6,8031.8,-174.79208,-0.342040068,41.48172,293.04346,-66.47252
28703,-8.925978,1.8836598,0.27700818,90.69795,-1.75150516,-3.92,22.803196,6.160304,10.599005,384.8094,820.8,32.381684,2827.6,8031.8,-174.51016,-0.6895178,39.66368,292.86304,-66.47727
28725,-8.445452,1.4031341,0.27700818,91.39795,-5.671505,-2.94,22.796168,5.9960832,10.542317,384.6219,820.8,32.3824,2827.6,8031.8,-174.41802,-1.1453206,37.74319,292.68256,-66.471376
28747,-8.925978,0.92260816,-0.20351768,91.957952,-8.891505,-1.96,22.838352,5.90455,10.469883,384.46076,820.8,32.366576,2827.6,8031.8,-174.58886,-1.4344142,35.81921,292.50236,-66.476076
28769,-8.445452,1.8836598,-0.20351768,92.51795,-12.251505,-0.42000002,22.817258,5.8533992,10.343911,384.275936,820.8,32.38144,2827.6,8031.8,-174.28254,-1.7797642,33.941932,292.32208,-66.47011
28792,-8.925978,0.92260816,-0.20351768,92.93795,-15.471505,1.4,22.841868,5.7766732,10.20849,384.15972,820.2,32.380432,2827.6,8031.8,-174.47286,-2.2291022,31.918804,292.14272,-66.47454
28814,-8.925978,1.4031341,-0.20351768,93.777952,-22.891504,6.44,22.898116,5.7120616,10.025831,384.00652,820.2,32.380096,2827.6,8031.8,-174.36914,-2.7505492,30.168534,291.96364,-66.47886
28836,-8.445452,1.4031341,0.27700818,94.19795,-26.531506,9.1,22.91042,5.667641,9.75499,383.81372,820.2,32.38437,2827.6,8031.8,-174.22324,-3.58330784,28.313774,291.7844,-66.47256
28858,-8.445452,1.4031341,-0.6840435,94.47795,-29.051506,11.4800008,22.945574,5.631297,9.257399,383.660568,820.2,32.368072,2827.6,8031.8,-174.091692,-4.0047416,26.48235,291.60562,-66.46614
28881,-8.925978,1.8836598,-0.20351768,94.61795,-31.011506,13.3,22.98776,5.6178364,8.97711,383.51,820.2,32.381912,2827.6,8031.8,-173.80436,-4.6855184,24.653844,291.42728,-66.47028
28903,-9.406504,1.8836598,-0.20351768,94.33795,-35.491504,14.28,22.984246,5.6434116,8.589745,383.38592,819.5,32.372544,2827.6,8031.8,-173.61338,-5.470526,22.810986,291.2495,-66.484852
28925,-8.445452,2.8447116,-0.20351768,93.35795,-37.871504,13.440001,23.026432,5.627259,8.265366,383.2671,819.5,32.379898,2827.6,8031.8,-173.02094,-6.193765,21.221772,291.07244,-66.47781
28947,-8.925978,2.3641856,0.27700818,92.79795,-40.811504,11.76,23.084436,5.6151444,7.8559556,383.16144,819.5,32.36476,2827.6,8031.8,-172.82112,-7.213581,19.564952,290.89642,-66.48114
28969,-8.925978,2.3641856,0.27700818,92.37795,-43.751508,9.38,23.110804,5.6003376,7.48433736,383.03468,819.5,32.37062,2827.6,8031.8,-172.750668,-8.22905,17.956898,290.721,-66.484248
28992,-9.406504,2.3641856,0.27700818,91.817952,-44.871504,7.14,23.12135,5.5989916,6.652919,382.8366,819.5,32.37677,2827.6,8031.8,-172.855908,-9.249278,16.299648,290.54514,-66.49812
29014,-9.406504,2.3641856,0.27700818,90.277952,-44.591508,4.06,23.168808,5.569378,6.2246128,382.69666,818.1,32.37268,2827.6,8031.8,-173.07602,-10.192617,14.6699508,290.36948,-66.51184
29036,-9.88703,2.8447116,0.757534,89.01795,-44.731508,3.22,23.14244,5.5855308,5.8026048,382.53552,818.1,32.374756,2827.6,8031.8,-173.20436,-11.15314,13.231423,290.19356,-66.53618
29058,-9.88703,2.8447116,-0.20351768,87.47795,-45.291504,2.38,23.152988,5.573416,5.3931948,382.43256,818.1,32.373368,2827.6,8031.8,-173.395,-11.781396,11.724903,290.01816,-66.56019
29081,-9.406504,2.8447116,-0.6840435,85.93795,-46.691504,1.26,23.191658,5.5653396,4.9585896,382.271432,818.1,32.36197,2827.6,8031.8,-173.58474,-12.235983,10.251585,289.84252,-66.573452
29103,-9.406504,2.8447116,-0.20351768,84.39795,-49.071508,-0.42000002,23.191658,5.526304,4.489342,382.14204,818.1,32.35495,2827.6,8031.8,-173.82118,-12.863519,8.835434,289.66728,-66.58652
29125,-8.445452,3.3252376,-0.20351768,81.73795,-53.271508,-6.44,23.149474,5.514189,3.4847124,381.94136,817.3,32.3687,2827.6,8031.8,-173.892092,-13.567604,7.478045,289.49156,-66.57833
29147,-9.406504,3.8057636,-0.20351768,80.47795,-55.371504,-9.8,23.13541,5.500728,2.9682252,381.74852,817.3,32.366394,2827.6,8031.8,-174.022308,-14.223055,6.277482,289.31558,-66.591576
29169,-8.925978,2.8447116,-0.20351768,79.07795,-56.771508,-12.88,23.094982,5.46573,2.4139466,381.63232,817.3,32.369904,2827.6,8031.8,-174.54884,-14.920252,4.9515324,289.14024,-66.59389
29192,-8.925978,2.3641856,-0.20351768,77.67795,-57.891508,-15.68,23.063344,5.4186176,1.8848624,381.42632,817.3,32.3573,2827.6,8031.8,-175.31118,-15.614107,3.565423,288.96442,-66.59633
29214,-9.88703,2.8447116,0.27700818,75.57795,-59.991504,-18.48,23.072132,5.351314,1.3337331,381.23884,817.3,32.370132,2827.6,8031.8,-176.0125,-16.420808,2.246747,288.78818,-66.62018
29236,-9.88703,2.8447116,0.27700818,72.49795,-62.371504,-22.54,23.022914,5.312278,0.7322147,381.0645,816.7,32.390624,2827.6,8031.8,-176.801,-17.249746,0.916122432,288.61144,-66.64401
29258,-10.367556,3.3252376,0.27700818,70.957952,-62.511504,-24.64,22.896356,5.220745,-0.44877676,380.877,816.7,32.38379,2827.6,8031.8,-177.435852,-17.960898,359.71832,288.4339,-66.67857
29281,-9.406504,2.8447116,0.27700818,68.85795,-62.931508,-26.74,22.841868,5.1615176,-1.059743,380.747616,816.7,32.37393,2827.6,8031.8,-178.17758,-18.67749,358.464932,288.25652,-66.69156
29303,-8.925978,2.8447116,0.27700818,66.33795,-63.911508,-29.12,22.734646,5.1063284,-1.6014244,380.5786,816.7,32.384568,2827.6,8031.8,-178.86976,-19.3594168,357.278668,288.0791,-66.69383
29325,-8.445452,2.8447116,0.27700818,63.677948,-64.8915,-31.64,22.652032,5.0457552,-2.2186892,380.35936,816.7,32.37976,2827.6,8031.8,-179.529132,-20.03426,356.134836,287.90112,-66.68561
29347,-8.925978,2.3641856,0.27700818,59.19795,-67.13151,-36.82,22.592268,4.9528768,-2.832805,380.1402,816,32.3712,2827.6,8031.8,179.48418,-20.751734,354.93744,287.72264,-66.68825
29369,-8.925978,2.3641856,0.27700818,57.23795,-66.85151,-39.06,22.483288,4.868074,-3.44062168,380.0108,816,32.368944,2827.6,8031.8,178.609452,-21.348034,353.88452,287.54476,-66.690676
29392,-8.925978,2.3641856,0.757534,55.837948,-65.73151,-40.6,22.356732,4.777887,-4.079932,379.841732,816,32.37239,2827.6,8031.8,177.69144,-22.058124,352.76464,287.36696,-66.69306
29414,-9.406504,2.3641856,0.757534,54.157948,-63.071508,-41.86,22.117678,4.6082816,-5.163295,379.6754,816,32.37451,2827.6,8031.8,176.807132,-22.640058,351.6961,287.1892,-66.70607
29436,-8.925978,1.8836598,0.757534,52.337948,-60.691504,-42.14,21.964754,4.557131,-5.7081256,379.50636,816,32.378172,2827.6,8031.8,175.850368,-23.150094,350.607816,287.01136,-66.70837
29458,-8.925978,1.8836598,0.757534,47.437948,-56.211504,-40.18,21.83644,4.4642516,-6.271852,379.31884,815.3,32.37393,2827.6,8031.8,174.98764,-23.562494,349.57956,286.8333,-66.7107
